Unit	F	f_feminin	score_feminin	f_manuel	score_manuel	f_masculin	score_masculin
国礼	4	2	0.3435	0	-0.691	2	0.4311
茶水	4	2	0.3435	0	-0.691	2	0.4311
毕	4	1	-0.2623	2	0.3998	1	-0.201
国书	4	2	0.3435	0	-0.691	2	0.4311
来看	4	2	0.3435	1	-0.2206	1	-0.201
本国	4	2	0.3435	0	-0.691	2	0.4311
素	4	2	0.3435	1	-0.2206	1	-0.201
愿以	4	2	0.3435	0	-0.691	2	0.4311
入宫	4	2	0.3435	0	-0.691	2	0.4311
礼送	4	2	0.3435	0	-0.691	2	0.4311
进宫	4	2	0.3435	0	-0.691	2	0.4311
切记	4	2	0.3435	0	-0.691	2	0.4311
花言巧语	4	1	-0.2623	2	0.3998	1	-0.201
依然	4	2	0.3435	0	-0.691	2	0.4311
宫室	4	2	0.3435	0	-0.691	2	0.4311
时不时	4	3	0.8682	0	-0.691	1	-0.201
飘向	4	2	0.3435	0	-0.691	2	0.4311
殿门	4	2	0.3435	0	-0.691	2	0.4311
响起	4	2	0.3435	0	-0.691	2	0.4311
年	4	1	-0.2623	0	-0.691	3	1.0291
眼眸	4	2	0.3435	0	-0.691	2	0.4311
惶恐	4	2	0.3435	0	-0.691	2	0.4311
何须	4	2	0.3435	0	-0.691	2	0.4311
同行	4	2	0.3435	1	-0.2206	1	-0.201
命人	4	2	0.3435	0	-0.691	2	0.4311
谈	4	2	0.3435	0	-0.691	2	0.4311
告辞	4	2	0.3435	0	-0.691	2	0.4311
之道	4	2	0.3435	0	-0.691	2	0.4311
之理	4	1	-0.2623	2	0.3998	1	-0.201
若能	4	2	0.3435	0	-0.691	2	0.4311
复	4	2	0.3435	0	-0.691	2	0.4311
茶盏	4	2	0.3435	0	-0.691	2	0.4311
定神	4	2	0.3435	0	-0.691	2	0.4311
窘态	4	2	0.3435	0	-0.691	2	0.4311
意外	4	2	0.3435	0	-0.691	2	0.4311
然	4	2	0.3435	0	-0.691	2	0.4311
自幼	4	2	0.3435	0	-0.691	2	0.4311
出家	4	1	-0.2623	2	0.3998	1	-0.201
此生	4	2	0.3435	0	-0.691	2	0.4311
所	4	2	0.3435	0	-0.691	2	0.4311
佩服	4	2	0.3435	0	-0.691	2	0.4311
已决	4	2	0.3435	0	-0.691	2	0.4311
恐难	4	2	0.3435	0	-0.691	2	0.4311
谈谈	4	2	0.3435	0	-0.691	2	0.4311
心意	4	2	0.3435	0	-0.691	2	0.4311
念头	4	2	0.3435	0	-0.691	2	0.4311
沉静	4	2	0.3435	0	-0.691	2	0.4311
搅	4	1	-0.2623	1	-0.2206	2	0.4311
细看	4	2	0.3435	1	-0.2206	1	-0.201
天下	4	1	-0.2623	2	0.3998	1	-0.201
美色	4	1	-0.2623	2	0.3998	1	-0.201
这片	4	2	0.3435	0	-0.691	2	0.4311
一生	4	1	-0.2623	2	0.3998	1	-0.201
守	4	2	0.3435	0	-0.691	2	0.4311
一旁	4	1	-0.2623	1	-0.2206	2	0.4311
花园里	4	2	0.3435	0	-0.691	2	0.4311
察觉	4	2	0.3435	0	-0.691	2	0.4311
那宫	4	2	0.3435	0	-0.691	2	0.4311
寻事	4	2	0.3435	0	-0.691	2	0.4311
当面	4	2	0.3435	0	-0.691	2	0.4311
否则	4	2	0.3435	0	-0.691	2	0.4311
一凛	4	3	0.8682	0	-0.691	1	-0.201
打听	4	1	-0.2623	2	0.3998	1	-0.201
简短	4	2	0.3435	0	-0.691	2	0.4311
沉吟	4	2	0.3435	0	-0.691	2	0.4311
未必	4	2	0.3435	1	-0.2206	1	-0.201
忍	4	2	0.3435	0	-0.691	2	0.4311
前殿	4	2	0.3435	0	-0.691	2	0.4311
玄色	4	2	0.3435	0	-0.691	2	0.4311
一抹	4	1	-0.2623	0	-0.691	3	1.0291
拱	4	1	-0.2623	2	0.3998	1	-0.201
特来	4	1	-0.2623	2	0.3998	1	-0.201
核验	4	2	0.3435	0	-0.691	2	0.4311
无妨	4	1	-0.2623	0	-0.691	3	1.0291
不易	4	2	0.3435	0	-0.691	2	0.4311
护持	4	2	0.3435	0	-0.691	2	0.4311
此行	4	2	0.3435	0	-0.691	2	0.4311
抹	4	2	0.3435	0	-0.691	2	0.4311
柔和	4	2	0.3435	0	-0.691	2	0.4311
实则	4	2	0.3435	0	-0.691	2	0.4311
移开	4	2	0.3435	0	-0.691	2	0.4311
时间	4	2	0.3435	0	-0.691	2	0.4311
珍重	4	2	0.3435	0	-0.691	2	0.4311
同时	4	3	0.8682	0	-0.691	1	-0.201
呼	4	1	-0.2623	2	0.3998	1	-0.201
挠	4	2	0.3435	0	-0.691	2	0.4311
法子	4	2	0.3435	0	-0.691	2	0.4311
不许	4	2	0.3435	0	-0.691	2	0.4311
轮流	4	2	0.3435	0	-0.691	2	0.4311
剩下	4	1	-0.2623	2	0.3998	1	-0.201
尽	4	1	-0.2623	2	0.3998	1	-0.201
坚甲	4	2	0.3435	0	-0.691	2	0.4311
尾巴	4	1	-0.2623	2	0.3998	1	-0.201
光泽	4	2	0.3435	0	-0.691	2	0.4311
躲过	4	1	-0.2623	1	-0.2206	2	0.4311
路数	4	2	0.3435	0	-0.691	2	0.4311
礼	4	1	-0.2623	2	0.3998	1	-0.201
扶	4	1	-0.2623	1	-0.2206	2	0.4311
残骸	4	2	0.3435	0	-0.691	2	0.4311
那道	4	3	0.8682	0	-0.691	1	-0.201
紧绷	4	2	0.3435	0	-0.691	2	0.4311
除	4	2	0.3435	0	-0.691	2	0.4311
着实	4	1	-0.2623	2	0.3998	1	-0.201
城	4	1	-0.2623	2	0.3998	1	-0.201
百姓	4	1	-0.2623	0	-0.691	3	1.0291
欢声	4	2	0.3435	0	-0.691	2	0.4311
保重	4	2	0.3435	0	-0.691	2	0.4311
身旁	4	2	0.3435	0	-0.691	2	0.4311
扬起	4	1	-0.2623	0	-0.691	3	1.0291
挑起	4	1	-0.2623	0	-0.691	3	1.0291
稳稳地	4	2	0.3435	0	-0.691	2	0.4311
一如既往	4	2	0.3435	0	-0.691	2	0.4311
凉意	4	2	0.3435	0	-0.691	2	0.4311
搔	4	2	0.3435	0	-0.691	2	0.4311
容易	4	2	0.3435	0	-0.691	2	0.4311
落叶	4	3	0.8682	0	-0.691	1	-0.201
声响	4	1	-0.2623	1	-0.2206	2	0.4311
只得	4	1	-0.2623	3	0.9723	0	-0.6511
化些	4	2	0.3435	2	0.3998	0	-0.6511
石凳	4	3	0.8682	1	-0.2206	0	-0.6511
凶	4	2	0.3435	2	0.3998	0	-0.6511
僧人	4	2	0.3435	2	0.3998	0	-0.6511
端	4	1	-0.2623	2	0.3998	1	-0.201
虽然	4	2	0.3435	0	-0.691	2	0.4311
里屋	4	1	-0.2623	2	0.3998	1	-0.201
干粮	4	2	0.3435	0	-0.691	2	0.4311
无数	4	1	-0.2623	3	0.9723	0	-0.6511
正好	4	1	-0.2623	3	0.9723	0	-0.6511
向前	4	1	-0.2623	2	0.3998	1	-0.201
高兴	4	0	-0.7732	4	1.9356	0	-0.6511
云头	4	0	-0.7732	4	1.9356	0	-0.6511
南山	4	0	-0.7732	4	1.9356	0	-0.6511
我家	4	0	-0.7732	4	1.9356	0	-0.6511
儿子	4	0	-0.7732	3	0.9723	1	-0.201
一人	4	0	-0.7732	4	1.9356	0	-0.6511
一下子	4	0	-0.7732	4	1.9356	0	-0.6511
猴头	4	0	-0.7732	4	1.9356	0	-0.6511
这时	4	0	-0.7732	4	1.9356	0	-0.6511
举棒	4	0	-0.7732	4	1.9356	0	-0.6511
俺	4	0	-0.7732	4	1.9356	0	-0.6511
猴	4	0	-0.7732	4	1.9356	0	-0.6511
如何是好	4	0	-0.7732	4	1.9356	0	-0.6511
捞	4	0	-0.7732	4	1.9356	0	-0.6511
身子	4	0	-0.7732	4	1.9356	0	-0.6511
刚才	4	0	-0.7732	4	1.9356	0	-0.6511
疼痛	4	0	-0.7732	4	1.9356	0	-0.6511
不住	4	0	-0.7732	4	1.9356	0	-0.6511
难忍	4	0	-0.7732	4	1.9356	0	-0.6511
热汤	4	0	-0.7732	3	0.9723	1	-0.201
解阳山	4	0	-0.7732	4	1.9356	0	-0.6511
洞里	4	0	-0.7732	4	1.9356	0	-0.6511
道人	4	0	-0.7732	4	1.9356	0	-0.6511
真仙	4	0	-0.7732	4	1.9356	0	-0.6511
大王	4	0	-0.7732	1	-0.2206	3	1.0291
红孩儿	4	0	-0.7732	4	1.9356	0	-0.6511
怎	4	0	-0.7732	3	0.9723	1	-0.201
要是	4	0	-0.7732	4	1.9356	0	-0.6511
忽见	4	0	-0.7732	4	1.9356	0	-0.6511
之富	4	0	-0.7732	4	1.9356	0	-0.6511
出城	4	0	-0.7732	4	1.9356	0	-0.6511
丑	4	0	-0.7732	4	1.9356	0	-0.6511
富贵	4	0	-0.7732	4	1.9356	0	-0.6511
扯住	4	0	-0.7732	4	1.9356	0	-0.6511
怪物	4	0	-0.7732	2	0.3998	2	0.4311
龙车	4	0	-0.7732	4	1.9356	0	-0.6511
闪	4	0	-0.7732	4	1.9356	0	-0.6511
干	4	0	-0.7732	4	1.9356	0	-0.6511
走路	4	0	-0.7732	4	1.9356	0	-0.6511
女童	4	0	-0.7732	4	1.9356	0	-0.6511
馍馍	4	0	-0.7732	4	1.9356	0	-0.6511
小	4	0	-0.7732	4	1.9356	0	-0.6511
三股	4	0	-0.7732	4	1.9356	0	-0.6511
泼	4	0	-0.7732	4	1.9356	0	-0.6511
叫喊	4	0	-0.7732	4	1.9356	0	-0.6511
了不得	4	0	-0.7732	4	1.9356	0	-0.6511
内	4	0	-0.7732	4	1.9356	0	-0.6511
捂着	4	0	-0.7732	3	0.9723	1	-0.201
跟头	4	0	-0.7732	4	1.9356	0	-0.6511
虫子	4	0	-0.7732	4	1.9356	0	-0.6511
庄院	4	0	-0.7732	4	1.9356	0	-0.6511
从长计议	4	0	-0.7732	4	1.9356	0	-0.6511
魏	4	0	-0.7732	0	-0.691	4	2.0203
他顿	4	0	-0.7732	0	-0.691	4	2.0203
那铁背	4	0	-0.7732	0	-0.691	4	2.0203
他望	4	0	-0.7732	0	-0.691	4	2.0203
净	3	1	-0.1515	1	0.1569	1	0.1706
踏遍	3	1	-0.1515	1	0.1569	1	0.1706
青山绿水	3	1	-0.1515	1	0.1569	1	0.1706
光阴	3	1	-0.1515	1	0.1569	1	0.1706
迅速	3	1	-0.1515	1	0.1569	1	0.1706
值九秋	3	1	-0.1515	1	0.1569	1	0.1706
一天	3	1	-0.1515	1	0.1569	1	0.1706
天晚	3	1	-0.1515	1	0.1569	1	0.1706
晚	3	1	-0.1515	1	0.1569	1	0.1706
餐风宿水	3	1	-0.1515	1	0.1569	1	0.1706
卧月眠	3	1	-0.1515	1	0.1569	1	0.1706
霜	3	1	-0.1515	1	0.1569	1	0.1706
随处	3	1	-0.1515	1	0.1569	1	0.1706
自过	3	1	-0.1515	1	0.1569	1	0.1706
爬山	3	1	-0.1515	1	0.1569	1	0.1706
过岭	3	1	-0.1515	1	0.1569	1	0.1706
重担	3	1	-0.1515	1	0.1569	1	0.1706
多难	3	1	-0.1515	1	0.1569	1	0.1706
弄些	3	1	-0.1515	1	0.1569	1	0.1706
养养	3	1	-0.1515	1	0.1569	1	0.1706
报怨	3	1	-0.1515	1	0.1569	1	0.1706
想象	3	1	-0.1515	1	0.1569	1	0.1706
那样	3	1	-0.1515	1	0.1569	1	0.1706
既要	3	1	-0.1515	1	0.1569	1	0.1706
吃辛	3	1	-0.1515	1	0.1569	1	0.1706
马背上	3	2	0.531	0	-0.5183	1	0.1706
眉心	3	2	0.531	0	-0.5183	1	0.1706
放不下	3	2	0.531	0	-0.5183	1	0.1706
扛着	3	2	0.531	0	-0.5183	1	0.1706
灯火	3	2	0.531	0	-0.5183	1	0.1706
悟净	3	2	0.531	1	0.1569	0	-0.4884
那段	3	2	0.531	0	-0.5183	1	0.1706
筋斗云	3	1	-0.1515	2	0.5979	0	-0.4884
往前	3	1	-0.1515	0	-0.5183	2	0.6344
月色	3	2	0.531	0	-0.5183	1	0.1706
下泛	3	2	0.531	0	-0.5183	1	0.1706
灯光	3	3	1.3339	0	-0.5183	0	-0.4884
门缝	3	1	-0.1515	0	-0.5183	2	0.6344
边	3	2	0.531	1	0.1569	0	-0.4884
贵	3	1	-0.1515	2	0.5979	0	-0.4884
一盏	3	2	0.531	0	-0.5183	1	0.1706
搁	3	2	0.531	0	-0.5183	1	0.1706
岁	3	2	0.531	0	-0.5183	1	0.1706
出声	3	2	0.531	0	-0.5183	1	0.1706
随时	3	2	0.531	0	-0.5183	1	0.1706
手脚	3	1	-0.1515	2	0.5979	0	-0.4884
句	3	3	1.3339	0	-0.5183	0	-0.4884
忍耐	3	1	-0.1515	2	0.5979	0	-0.4884
啪	3	2	0.531	0	-0.5183	1	0.1706
直	3	1	-0.1515	2	0.5979	0	-0.4884
位置	3	2	0.531	0	-0.5183	1	0.1706
近来	3	1	-0.1515	0	-0.5183	2	0.6344
日子	3	2	0.531	0	-0.5183	1	0.1706
丢	3	1	-0.1515	2	0.5979	0	-0.4884
夜里	3	2	0.531	0	-0.5183	1	0.1706
脚印	3	3	1.3339	0	-0.5183	0	-0.4884
敲	3	2	0.531	0	-0.5183	1	0.1706
院墙	3	3	1.3339	0	-0.5183	0	-0.4884
插嘴	3	2	0.531	0	-0.5183	1	0.1706
两下	3	2	0.531	0	-0.5183	1	0.1706
无需	3	2	0.531	0	-0.5183	1	0.1706
当真	3	2	0.531	0	-0.5183	1	0.1706
嘱咐	3	1	-0.1515	1	0.1569	1	0.1706
歇息	3	2	0.531	0	-0.5183	1	0.1706
隔壁	3	2	0.531	0	-0.5183	1	0.1706
头顶	3	2	0.531	0	-0.5183	1	0.1706
脑子里	3	2	0.531	0	-0.5183	1	0.1706
翻	3	2	0.531	0	-0.5183	1	0.1706
黑暗	3	3	1.3339	0	-0.5183	0	-0.4884
多久	3	2	0.531	0	-0.5183	1	0.1706
气	3	2	0.531	0	-0.5183	1	0.1706
闭眼	3	2	0.531	0	-0.5183	1	0.1706
拉得	3	2	0.531	0	-0.5183	1	0.1706
静	3	3	1.3339	0	-0.5183	0	-0.4884
里亮	3	2	0.531	0	-0.5183	1	0.1706
无声	3	2	0.531	0	-0.5183	1	0.1706
中间	3	2	0.531	1	0.1569	0	-0.4884
出现	3	2	0.531	0	-0.5183	1	0.1706
眯起	3	2	0.531	0	-0.5183	1	0.1706
半夜	3	2	0.531	1	0.1569	0	-0.4884
屋顶	3	2	0.531	0	-0.5183	1	0.1706
一顿	3	2	0.531	1	0.1569	0	-0.4884
门前	3	1	-0.1515	2	0.5979	0	-0.4884
躲	3	1	-0.1515	1	0.1569	1	0.1706
反手	3	2	0.531	0	-0.5183	1	0.1706
踉跄	3	2	0.531	0	-0.5183	1	0.1706
两步	3	2	0.531	0	-0.5183	1	0.1706
侧面	3	2	0.531	0	-0.5183	1	0.1706
虎	3	3	1.3339	0	-0.5183	0	-0.4884
黑烟	3	2	0.531	0	-0.5183	1	0.1706
现出原形	3	2	0.531	0	-0.5183	1	0.1706
惹	3	1	-0.1515	2	0.5979	0	-0.4884
哀鸣	3	2	0.531	0	-0.5183	1	0.1706
无处	3	2	0.531	0	-0.5183	1	0.1706
外	3	1	-0.1515	2	0.5979	0	-0.4884
远	3	2	0.531	0	-0.5183	1	0.1706
没什么	3	2	0.531	0	-0.5183	1	0.1706
脖子	3	2	0.531	0	-0.5183	1	0.1706
一场	3	1	-0.1515	2	0.5979	0	-0.4884
归于	3	2	0.531	0	-0.5183	1	0.1706
退后	3	2	0.531	0	-0.5183	1	0.1706
叩	3	1	-0.1515	0	-0.5183	2	0.6344
未曾	3	2	0.531	1	0.1569	0	-0.4884
东方	3	2	0.531	0	-0.5183	1	0.1706
透出	3	2	0.531	0	-0.5183	1	0.1706
一线	3	1	-0.1515	0	-0.5183	2	0.6344
作乱	3	2	0.531	0	-0.5183	1	0.1706
感激	3	2	0.531	0	-0.5183	1	0.1706
后怕	3	2	0.531	0	-0.5183	1	0.1706
起初	3	2	0.531	0	-0.5183	1	0.1706
袖子	3	2	0.531	0	-0.5183	1	0.1706
姐姐	3	1	-0.1515	2	0.5979	0	-0.4884
不怕	3	2	0.531	0	-0.5183	1	0.1706
怎么办	3	2	0.531	1	0.1569	0	-0.4884
惯常	3	2	0.531	0	-0.5183	1	0.1706
嗯	3	2	0.531	0	-0.5183	1	0.1706
不用	3	1	-0.1515	2	0.5979	0	-0.4884
昨晚	3	2	0.531	1	0.1569	0	-0.4884
远山	3	2	0.531	0	-0.5183	1	0.1706
哦	3	2	0.531	0	-0.5183	1	0.1706
一幕	3	2	0.531	0	-0.5183	1	0.1706
本身	3	1	-0.1515	2	0.5979	0	-0.4884
有时	3	2	0.531	0	-0.5183	1	0.1706
全部	3	1	-0.1515	2	0.5979	0	-0.4884
攥	3	2	0.531	0	-0.5183	1	0.1706
轻	3	2	0.531	0	-0.5183	1	0.1706
三打	3	1	-0.1515	1	0.1569	1	0.1706
常青	3	1	-0.1515	1	0.1569	1	0.1706
山高	3	1	-0.1515	1	0.1569	1	0.1706
必有	3	1	-0.1515	1	0.1569	1	0.1706
岭峻定	3	1	-0.1515	1	0.1569	1	0.1706
生精	3	1	-0.1515	1	0.1569	1	0.1706
早就	3	1	-0.1515	1	0.1569	1	0.1706
等候多时	3	1	-0.1515	1	0.1569	1	0.1706
踏着	3	1	-0.1515	1	0.1569	1	0.1706
唐僧肉	3	1	-0.1515	1	0.1569	1	0.1706
长生不老	3	1	-0.1515	1	0.1569	1	0.1706
到手	3	1	-0.1515	1	0.1569	1	0.1706
卷帘	3	1	-0.1515	1	0.1569	1	0.1706
大将	3	1	-0.1515	1	0.1569	1	0.1706
下手	3	1	-0.1515	1	0.1569	1	0.1706
施计	3	1	-0.1515	1	0.1569	1	0.1706
捉拿	3	1	-0.1515	1	0.1569	1	0.1706
山沟	3	1	-0.1515	1	0.1569	1	0.1706
美貌	3	1	-0.1515	1	0.1569	1	0.1706
右手	3	1	-0.1515	1	0.1569	1	0.1706
绿	3	1	-0.1515	1	0.1569	1	0.1706
磁瓶	3	1	-0.1515	1	0.1569	1	0.1706
从西向东	3	1	-0.1515	1	0.1569	1	0.1706
人来	3	1	-0.1515	1	0.1569	1	0.1706
月	3	1	-0.1515	1	0.1569	1	0.1706
山野	3	1	-0.1515	0	-0.5183	2	0.6344
咳	3	2	0.531	0	-0.5183	1	0.1706
软	3	1	-0.1515	0	-0.5183	2	0.6344
莫怪	3	1	-0.1515	1	0.1569	1	0.1706
还愿	3	1	-0.1515	1	0.1569	1	0.1706
炒面	3	1	-0.1515	1	0.1569	1	0.1706
筋	3	1	-0.1515	1	0.1569	1	0.1706
几样	3	1	-0.1515	0	-0.5183	2	0.6344
腾云驾雾	3	1	-0.1515	0	-0.5183	2	0.6344
眯眼	3	2	0.531	0	-0.5183	1	0.1706
特	3	1	-0.1515	1	0.1569	1	0.1706
女流	3	1	-0.1515	1	0.1569	1	0.1706
煞白	3	2	0.531	0	-0.5183	1	0.1706
哑	3	1	-0.1515	1	0.1569	1	0.1706
脱身	3	1	-0.1515	1	0.1569	1	0.1706
逃走	3	1	-0.1515	1	0.1569	1	0.1706
缩	3	1	-0.1515	0	-0.5183	2	0.6344
缩脖子	3	1	-0.1515	0	-0.5183	2	0.6344
嘿嘿	3	1	-0.1515	0	-0.5183	2	0.6344
咒语	3	1	-0.1515	1	0.1569	1	0.1706
张	3	1	-0.1515	0	-0.5183	2	0.6344
张嘴	3	1	-0.1515	0	-0.5183	2	0.6344
斜眼	3	1	-0.1515	0	-0.5183	2	0.6344
看出	3	1	-0.1515	1	0.1569	1	0.1706
说好	3	1	-0.1515	1	0.1569	1	0.1706
反正	3	1	-0.1515	1	0.1569	1	0.1706
说不出	3	1	-0.1515	1	0.1569	1	0.1706
暖意	3	1	-0.1515	0	-0.5183	2	0.6344
一棵	3	1	-0.1515	0	-0.5183	2	0.6344
停下	3	1	-0.1515	0	-0.5183	2	0.6344
歇	3	2	0.531	0	-0.5183	1	0.1706
松动	3	1	-0.1515	1	0.1569	1	0.1706
屁股	3	1	-0.1515	1	0.1569	1	0.1706
半晌	3	1	-0.1515	1	0.1569	1	0.1706
拍了拍	3	2	0.531	0	-0.5183	1	0.1706
下巴	3	1	-0.1515	0	-0.5183	2	0.6344
自有	3	1	-0.1515	1	0.1569	1	0.1706
孙自有	3	1	-0.1515	1	0.1569	1	0.1706
鼓着	3	2	0.531	0	-0.5183	1	0.1706
过头	3	1	-0.1515	0	-0.5183	2	0.6344
情	3	1	-0.1515	1	0.1569	1	0.1706
哽咽	3	1	-0.1515	0	-0.5183	2	0.6344
不由得	3	2	0.531	0	-0.5183	1	0.1706
沉	3	1	-0.1515	0	-0.5183	2	0.6344
已握	3	1	-0.1515	0	-0.5183	2	0.6344
一变	3	2	0.531	0	-0.5183	1	0.1706
高	3	1	-0.1515	1	0.1569	1	0.1706
答话	3	1	-0.1515	0	-0.5183	2	0.6344
低低	3	1	-0.1515	0	-0.5183	2	0.6344
稳住	3	2	0.531	0	-0.5183	1	0.1706
睁开眼睛	3	1	-0.1515	1	0.1569	1	0.1706
示意	3	1	-0.1515	0	-0.5183	2	0.6344
下次	3	1	-0.1515	1	0.1569	1	0.1706
神思	3	1	-0.1515	1	0.1569	1	0.1706
一般	3	1	-0.1515	0	-0.5183	2	0.6344
如实	3	1	-0.1515	0	-0.5183	2	0.6344
打人	3	1	-0.1515	1	0.1569	1	0.1706
一串	3	1	-0.1515	0	-0.5183	2	0.6344
水流	3	2	0.531	0	-0.5183	1	0.1706
举起	3	1	-0.1515	1	0.1569	1	0.1706
原形	3	1	-0.1515	0	-0.5183	2	0.6344
日光	3	2	0.531	0	-0.5183	1	0.1706
散落	3	2	0.531	0	-0.5183	1	0.1706
捡起	3	2	0.531	0	-0.5183	1	0.1706
一向	3	1	-0.1515	1	0.1569	1	0.1706
错怪	3	1	-0.1515	1	0.1569	1	0.1706
这句	3	2	0.531	0	-0.5183	1	0.1706
一前一后	3	1	-0.1515	0	-0.5183	2	0.6344
尽头	3	1	-0.1515	0	-0.5183	2	0.6344
四人别	3	1	-0.1515	1	0.1569	1	0.1706
顺路	3	1	-0.1515	1	0.1569	1	0.1706
三四十里	3	1	-0.1515	1	0.1569	1	0.1706
城池	3	1	-0.1515	1	0.1569	1	0.1706
越来越近	3	1	-0.1515	1	0.1569	1	0.1706
都城	3	1	-0.1515	1	0.1569	1	0.1706
切勿	3	1	-0.1515	0	-0.5183	2	0.6344
放荡	3	1	-0.1515	1	0.1569	1	0.1706
情怀	3	1	-0.1515	1	0.1569	1	0.1706
紊乱	3	1	-0.1515	1	0.1569	1	0.1706
法门	3	1	-0.1515	1	0.1569	1	0.1706
规矩	3	1	-0.1515	1	0.1569	1	0.1706
遵命	3	1	-0.1515	1	0.1569	1	0.1706
长裙	3	1	-0.1515	1	0.1569	1	0.1706
短袄	3	1	-0.1515	1	0.1569	1	0.1706
粉面油头	3	1	-0.1515	1	0.1569	1	0.1706
分	3	1	-0.1515	1	0.1569	1	0.1706
老少	3	1	-0.1515	1	0.1569	1	0.1706
来时	3	1	-0.1515	1	0.1569	1	0.1706
鼓掌	3	1	-0.1515	1	0.1569	1	0.1706
欢笑	3	1	-0.1515	1	0.1569	1	0.1706
勒马	3	1	-0.1515	1	0.1569	1	0.1706
因而	3	1	-0.1515	1	0.1569	1	0.1706
修行	3	1	-0.1515	1	0.1569	1	0.1706
哭笑不得	3	1	-0.1515	0	-0.5183	2	0.6344
老人家	3	1	-0.1515	0	-0.5183	2	0.6344
休	3	1	-0.1515	1	0.1569	1	0.1706
护着	3	2	0.531	0	-0.5183	1	0.1706
记在	3	2	0.531	0	-0.5183	1	0.1706
装作	3	1	-0.1515	1	0.1569	1	0.1706
叮当	3	1	-0.1515	0	-0.5183	2	0.6344
齐整	3	1	-0.1515	0	-0.5183	2	0.6344
念道	3	1	-0.1515	1	0.1569	1	0.1706
衙役	3	1	-0.1515	0	-0.5183	2	0.6344
三十	3	1	-0.1515	1	0.1569	1	0.1706
吩咐	3	1	-0.1515	1	0.1569	1	0.1706
安排	3	1	-0.1515	0	-0.5183	2	0.6344
度	3	1	-0.1515	0	-0.5183	2	0.6344
说道	3	1	-0.1515	0	-0.5183	2	0.6344
今	3	1	-0.1515	1	0.1569	1	0.1706
相迎	3	1	-0.1515	1	0.1569	1	0.1706
盖	3	1	-0.1515	1	0.1569	1	0.1706
用不着	3	1	-0.1515	1	0.1569	1	0.1706
端起	3	1	-0.1515	0	-0.5183	2	0.6344
当日	3	1	-0.1515	1	0.1569	1	0.1706
前往	3	1	-0.1515	1	0.1569	1	0.1706
来来往往	3	1	-0.1515	1	0.1569	1	0.1706
稍候	3	1	-0.1515	0	-0.5183	2	0.6344
随着	3	1	-0.1515	1	0.1569	1	0.1706
王	3	1	-0.1515	1	0.1569	1	0.1706
端坐	3	1	-0.1515	0	-0.5183	2	0.6344
约	3	1	-0.1515	1	0.1569	1	0.1706
蹙眉	3	1	-0.1515	0	-0.5183	2	0.6344
刚	3	1	-0.1515	1	0.1569	1	0.1706
衣袖	3	1	-0.1515	0	-0.5183	2	0.6344
老老实实	3	1	-0.1515	0	-0.5183	2	0.6344
竟	3	1	-0.1515	0	-0.5183	2	0.6344
心想	3	1	-0.1515	1	0.1569	1	0.1706
国印	3	1	-0.1515	1	0.1569	1	0.1706
山高路远	3	1	-0.1515	0	-0.5183	2	0.6344
相询	3	2	0.531	0	-0.5183	1	0.1706
短	3	1	-0.1515	1	0.1569	1	0.1706
阴阳	3	1	-0.1515	1	0.1569	1	0.1706
于	3	1	-0.1515	1	0.1569	1	0.1706
一出	3	1	-0.1515	0	-0.5183	2	0.6344
没能	3	1	-0.1515	1	0.1569	1	0.1706
红透	3	1	-0.1515	1	0.1569	1	0.1706
味道	3	1	-0.1515	0	-0.5183	2	0.6344
身形	3	2	0.531	0	-0.5183	1	0.1706
感慨	3	2	0.531	0	-0.5183	1	0.1706
滚	3	1	-0.1515	1	0.1569	1	0.1706
无害	3	2	0.531	0	-0.5183	1	0.1706
睁	3	1	-0.1515	0	-0.5183	2	0.6344
睡着	3	1	-0.1515	0	-0.5183	2	0.6344
之前	3	2	0.531	0	-0.5183	1	0.1706
久	3	1	-0.1515	1	0.1569	1	0.1706
榻	3	1	-0.1515	0	-0.5183	2	0.6344
容貌	3	1	-0.1515	1	0.1569	1	0.1706
清晨	3	1	-0.1515	0	-0.5183	2	0.6344
备	3	1	-0.1515	0	-0.5183	2	0.6344
摆着	3	1	-0.1515	0	-0.5183	2	0.6344
之心	3	1	-0.1515	1	0.1569	1	0.1706
笑容	3	2	0.531	0	-0.5183	1	0.1706
扭头	3	1	-0.1515	0	-0.5183	2	0.6344
全无	3	1	-0.1515	1	0.1569	1	0.1706
议论	3	1	-0.1515	1	0.1569	1	0.1706
喂	3	1	-0.1515	0	-0.5183	2	0.6344
不像	3	2	0.531	0	-0.5183	1	0.1706
城外	3	1	-0.1515	1	0.1569	1	0.1706
洞中	3	1	-0.1515	0	-0.5183	2	0.6344
失礼	3	2	0.531	0	-0.5183	1	0.1706
消息	3	1	-0.1515	1	0.1569	1	0.1706
此物	3	1	-0.1515	0	-0.5183	2	0.6344
打了个	3	1	-0.1515	0	-0.5183	2	0.6344
哆嗦	3	1	-0.1515	0	-0.5183	2	0.6344
一会	3	2	0.531	0	-0.5183	1	0.1706
拱手	3	1	-0.1515	1	0.1569	1	0.1706
一见	3	1	-0.1515	1	0.1569	1	0.1706
立在	3	1	-0.1515	0	-0.5183	2	0.6344
确认	3	1	-0.1515	0	-0.5183	2	0.6344
妖邪	3	1	-0.1515	1	0.1569	1	0.1706
仅凭	3	2	0.531	0	-0.5183	1	0.1706
